15:26:33.553 [main] INFO  pe.com.sedapal.scr.ScrApplication [NO_USER] - Starting ScrApplication on NCVALENCIAP with PID 13056 (D:\ProyectosCV\PTAR_LAST_VERSION\wkspacePTAR\scr\target\classes started by CANVIA in D:\ProyectosCV\PTAR_LAST_VERSION\wkspacePTAR\scr)
15:26:33.574 [main] DEBUG pe.com.sedapal.scr.ScrApplication [NO_USER] - Running with Spring Boot v1.5.3.RELEASE, Spring v4.3.8.RELEASE
15:26:33.575 [main] INFO  pe.com.sedapal.scr.ScrApplication [NO_USER] - No active profile set, falling back to default profiles: default
15:26:33.934 [background-preinit] INFO  o.h.validator.internal.util.Version [NO_USER] - HV000001: Hibernate Validator 5.3.5.Final
15:26:33.938 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext [NO_USER] - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b955cac: startup date [Wed Sep 09 15:26:33 COT 2020]; root of context hierarchy
15:26:37.335 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader [NO_USER] - Loading XML bean definitions from class path resource [pe/com/sedmail/cliente/ws/config/applicationContext.xml]
15:26:37.422 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader [NO_USER] - Loading XML bean definitions from class path resource [pe/com/sedapal/seguridad/ws/config/applicationContext.xml]
15:26:37.446 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory [NO_USER] - Overriding bean definition for bean 'httpClient' with a different definition: replacing [Generic bean: class [org.apache.http.impl.client.DefaultHttpClient]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [pe/com/sedmail/cliente/ws/config/applicationContext.xml]] with [Generic bean: class [org.apache.commons.httpclient.HttpClient]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [pe/com/sedapal/seguridad/ws/config/applicationContext.xml]]
15:26:37.813 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor [NO_USER] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
15:26:37.993 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker [NO_USER] - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$f08b6e15] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:26:38.023 [main] INFO  o.s.w.s.a.s.AnnotationActionEndpointMapping [NO_USER] - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
15:26:38.312 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer [NO_USER] - Tomcat initialized with port(s): 8080 (http)
15:26:38.321 [main] INFO  o.a.catalina.core.StandardService [NO_USER] - Starting service Tomcat
15:26:38.322 [main] INFO  o.a.catalina.core.StandardEngine [NO_USER] - Starting Servlet Engine: Apache Tomcat/8.5.14
15:26:38.477 [localhost-startStop-1] INFO  o.a.c.c.C.[.[localhost].[/scr] [NO_USER] - Initializing Spring embedded WebApplicationContext
15:26:38.478 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader [NO_USER] - Root WebApplicationContext: initialization completed in 4539 ms
